id,name_x,name_y
8476,CLAMP,
61015,Christos_Tsiolkas,
454774,F_bio_Moon,Fabio_Moon
5416410,A_Meredith_Walters,Anna_not_actually_anna_Meredith_Walters
146374,Joseph_Delaney,
3151093,Richard_C_Morais,
4197193,Sarah_Winman,
7126313,William_Davis,
21625,Lilian_Jackson_Braun,
7829666,Matthew_Thomas,
4314,Josh_McDowell,
978703,Kathleen_Kent,
63898,Julia_Quinn,
3362,Eric_Carle,
1011,Aristophanes,
3267859,Jennifer_A_Nielsen,
43784,Lian_Hearn,
4927506,Beatriz_Williams,
47072,John_Hart,
2951738,Noel_Streatfeild,
159038,A_L_Singer,Peter Lerangis
6404,Jonathan_Lethem,
3020048,Karl_Ove_Knausg_rd,
2891665,Gail_Carriger,
2891503,Bree_Despain,
1041311,Ren_Goscinny,
9761936,J_Ryan_Stradal,John_not_actually_john_Ryan_Stradal
2730977,Henrik_Ibsen,
6173870,Timur_Vermes,
4043,Wilbur_Smith,
137261,Barbara_W_Tuchman,
3112212,Courtney_Cole,
274533,Simone_Elkeles,
359109,Jessica_Day_George,
18800,Michio_Kaku,
38531,Michelle_Rowen,
6549285,Amy_Ewing,
1124,Anthony_Bourdain,
3190428,Cherrie_Lynn,
167932,Jenny_Carroll,
4175419,Darynda_Jones,
28574,Jude_Deveraux,
6417,James_Clavell,
2816864,Liz_Fenton,
4866520,K_A_Tucker,Kathleen_A_Tucker
6582,Antonia_Fraser,
78407,Judy_Schachner,
1923104,Sarah_Silverman,
25421,Tony_DiTerlizzi,
6208,Dodie_Smith,
5816,Darren_Shan,
815278,Lincoln_Peirce,
9941,Bill_Simmons,
12504,Karin_Slaughter,
7385,Chaim_Potok,
13747,George_W_Bush,
29068,Dalton_Trumbo,
27276,Robert_Charles_Wilson,
2885514,Rhoda_Janzen,
16094,Lois_McMaster_Bujold,
1315,Louisa_May_Alcott,
2956496,Kathy_Griffin,
7956,Mary_Roach,
7215049,Isak_Dinesen,
6452053,Kimberly_McCreight,
904719,Jo_Nesb_,
3028,Loung_Ung,
957,Thucydides,
15085,Frank_Miller,
2715,Michael_Chabon,
353227,Nic_Sheff,
56358,Rene_Denfeld,
15332,Rachel_Carson,
74189,Lisa_Lutz,
3012335,Andrew_Ross_Sorkin,
3506,Carson_McCullers,
19771050,Aleksandr_Solzhenitsyn,
2560,Louise_Fitzhugh,
3536,Ursula_Hegi,
20849,Rosamunde_Pilcher,
15830,Sarah_Dunant,
2897630,Johann_David_Wyss,
4261,Allen_Ginsberg,
7128,Jodi_Picoult,
6875794,Jay_Crownover,
403,Beverly_Cleary,
27857,Jenna_Blum,
52627,Olive_Ann_Burns,
669810,Jeaniene_Frost,
6025722,Walter_M_Miller_Jr_,
19708,Leon_Uris,
1641,Nathaniel_Philbrick,
36615,Adam_Johnson,
10015,Kate_Atkinson,
21559,Nassim_Nicholas_Taleb,
45374,Susan_Orlean,
16150223,Kate_Moore,
7,Bill_Bryson,
1439,Malcolm_Gladwell,
3137322,Fyodor_Dostoyevsky,
1438,Walt_Whitman,
16458196,Etaf_Rum,
16927,Dashiell_Hammett,
3530,Anita_Shreve,
1466,Jean_Paul_Sartre,
4128,J_M_Coetzee,John_M_Coetzee
6539545,Kelly_Harms,
9720,Mary_Norton,
7832387,Allen_Eskens,
6569,Louis_Sachar,
9121,James_Fenimore_Cooper,
6569504,Hannah_Kent,
2982266,Jandy_Nelson,
55215,Junot_D_az,
7491,Marilynne_Robinson,
150810,Hiro_Mashima,
13575034,Linda_Holmes,
2974095,Kate_Quinn,
19527332,Chanel_Miller,
27281,Bill_O_Reilly,
982213,David_Wroblewski,
5023,Jacqueline_Winspear,
4345,Walter_Scott,
3027554,Kiersten_White,
27318,Jon_Scieszka,
3681,Ann_Brashares,
16287225,Jasmine_Guillory,
9987,Philippa_Gregory,
3497436,Lisa_Taddeo,
3534,Toni_Morrison,
19003531,Svetlana_Alexievich,
369288,Peter_H_eg,
116623,Sabahattin_Ali,
16204,Edward_Rutherfurd,
6547911,Yangsze_Choo,
571131,Eleanor_Brown,
10992,Alfred_Bester,
53498,Bo_Hampton,
4414255,Kevin_Hearne,
3318236,Youssef_Ziedan,
3502,Alice_Hoffman,
8730,Naomi_Novik,
13263,Edith_Hamilton,
30095,Jean_Webster,
23013,Edmund_Morris,
6568302,Heidi_McLaughlin,
26970,Alistair_MacLean,
5416814,Ellen_Marie_Wiseman,
13490756,Ay_ba_mi_Ade_ba_y_,
1857564,Chloe_Neill,
164576,Suzanne_Young,
3873,Mikhail_Bulgakov,
2122,Sarah_Vowell,
2063919,Michael_J_Sullivan,
32637,Sergei_Lukyanenko,
296560,Olga_Tokarczuk,
5774116,Amanda_Coplin,
93351,Michelle_Magorian,
18540,T_S_Eliot,Thomas_S_Eliot
2578,Jonathan_Franzen,
1906497,Lauren_Graham,
12980,Stephen_R_Donaldson,
33280,Dav_Pilkey,
31003,Ildefonso_Falcones,
10482,Jeff_Lindsay,
